Codigo_Accidente,Formulario,Direccion,Fecha_Acc,Dia_Semana_Acc,Hora_Acc,Min_Acc,Localidad,Clase_Acc,Elemento_Choque,Tipo_Objeto_Fijo,Gravedad_Indicador_Tradicional,Gravedad_indicador_30d,
10589286,A001567024,CL 62 S- KR 44 C 02,2023-03-24,Viernes,18,0,CIUDAD BOLIVAR,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10589289,A001568909,CL 22 - KR 92  02,2023-03-25,Sábado,16,0,FONTIBON,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10589297,A001568571,KR 10 - CL 2  02,2023-03-26,Domingo,0,4,SANTA FE,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10590873,A001569775,CL 45 A S- KR 54 A 02,2023-05-03,Miércoles,8,1,TUNJUELITO,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10590877,A001570508,KR 18 - CL 2 C 02,2023-05-07,Domingo,20,55,ANTONIO NARIÑO,Caida de ocupante,Desconocido,Desconocido,Con Heridos,Con Heridos,
10591059,A001570416,CL 39 - KR 28 A 02,2023-05-12,Viernes,5,40,TEUSAQUILLO,Choque,Vehículo,Desconocido,Solo Daños,Solo Daños,
10591130,A001570647,CL 26 S- KR 73 B BIS 02,2023-05-14,Domingo,9,0,KENNEDY,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10591153,A001570174,KR 14 V S- CL 72 A 02,2023-05-13,Sábado,19,51,USME,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10591158,A001570610,KR 73 B - CL 40 S 02,2023-05-13,Sábado,21,30,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10591161,A001567720,KR 53 B - CL 46 A S 02,2023-05-13,Sábado,8,30,TUNJUELITO,Choque,Vehículo,Desconocido,Solo Daños,Solo Daños,
10591162,A001570674,KR 87 K - CL 68 A S 02,2023-05-13,Sábado,9,4,BOSA,Otro,Desconocido,Desconocido,Con Heridos,Con Heridos,
10591163,A001570735,KR 15 E- CL 48 S 02,2023-05-14,Domingo,11,47,SAN CRISTOBAL,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10591166,A001569739,TV 80 A - CL 66 S 02,2023-05-14,Domingo,15,0,BOSA,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10591167,A001570743,KR 128 - CL 143 A 02,2023-05-15,Lunes,5,40,SUBA,Volcamiento,Desconocido,Desconocido,Con Heridos,Con Heridos,
10591169,A001570327,KR 1 - CL 84 A 02,2023-05-15,Lunes,11,36,CHAPINERO,Choque,Objeto Fijo,Inmueble,Solo Daños,Solo Daños,
10590063,A001568389,KR 91 - CL 42  02,2023-04-17,Lunes,5,33,KENNEDY,Choque,Objeto Fijo,Vehiculo estacionado,Con Heridos,Con Heridos,
10590070,A001569585,CL 72 - KR 99  02,2023-04-18,Martes,9,0,ENGATIVA,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10590093,A001569605,CL 127 A - KR 81  02,2023-04-17,Lunes,5,15,SUBA,Volcamiento,Desconocido,Desconocido,Con Heridos,Con Heridos,
10590095,A001569495,KR 11 - CL 93  02,2023-04-16,Domingo,21,20,CHAPINERO,Caida de ocupante,Desconocido,Desconocido,Con Heridos,Con Heridos,
10590103,A001569470,KR 68 - CL 24  02,2023-04-17,Lunes,13,52,BARRIOS UNIDOS,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10590106,A001569744,KR 30 - CL 86  02,2023-04-18,Martes,17,11,BARRIOS UNIDOS,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10590108,A001569769,KR 47 - CL 91  02,2023-04-18,Martes,9,24,BARRIOS UNIDOS,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10590116,A001569433,KR 80 H - CL 46 S 02,2023-04-18,Martes,20,17,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10590119,A001569777,CL 31 S- KR 8  02,2023-04-19,Miércoles,22,30,SAN CRISTOBAL,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10590348,A001569936,AU SUR - KR 64  02,2023-04-24,Lunes,0,18,BOSA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10590350,A001569434,KR 93 D - CL 2  02,2023-04-21,Viernes,10,21,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10590351,A001567293,AV AVENIDA CIUDAD DE CALI - CL 19  02,2023-04-24,Lunes,23,3,FONTIBON,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10590352,A001570004,CL 43 S- KR 78 B 02,2023-04-23,Domingo,1,34,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10590753,A001570384,CL 167 - KR 65  02,2023-05-04,Jueves,12,40,SUBA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10590763,A001568873,KR 87 A - CL 6 A 02,2023-05-03,Miércoles,5,40,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10590766,A001570328,CL 55 A S- KR 13 F 02,2023-05-04,Jueves,8,0,TUNJUELITO,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10590769,A001569654,CL 39 S- KR 11 E 02,2023-05-03,Miércoles,15,5,SAN CRISTOBAL,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10590773,A001570069,KR 128 - CL 142 D 02,2023-05-05,Viernes,23,33,SUBA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10590774,A001570314,KR 72 B - CL 49 A 02,2023-05-05,Viernes,9,0,ENGATIVA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10592150,A001571296,KR 13 C - CL 55 A S 02,2023-06-08,Jueves,7,45,TUNJUELITO,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10592153,A001571952,AU SUR - KR 59  02,2023-06-07,Miércoles,14,15,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10592154,A001571123,CL 12 B - KR 8 A 02,2023-06-08,Jueves,8,50,CANDELARIA,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10592539,A001571307,CL 147 - KR 12  02,2023-06-17,Sábado,20,27,USAQUEN,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10592546,A001571605,CL 145 - KR 106  02,2023-06-19,Lunes,17,0,SUBA,Caida de ocupante,Desconocido,Desconocido,Con Heridos,Con Heridos,
10592547,A001570904,KR 11 - CL 76  02,2023-06-19,Lunes,13,8,CHAPINERO,Caida de ocupante,Desconocido,Desconocido,Con Heridos,Con Heridos,
10592550,A001572272,AV AVENIDA CARACAS - CL 32  02,2023-06-19,Lunes,23,5,SANTA FE,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10592551,A001571919,AV AVENIDA CIUDAD DE CALI - CL 13 C 02,2023-06-21,Miércoles,7,0,KENNEDY,Choque,Vehículo,Desconocido,Con Muertos,Con Muertos,
10592555,A001571540,CL 92 S- KR 78 A 02,2023-06-18,Domingo,0,50,BOSA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10592564,A001572158,CL 42 B S- KR 72 I 02,2023-06-17,Sábado,9,13,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10592567,A001572160,CL 26 S- KR 93 D 02,2023-06-18,Domingo,5,30,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10592568,A001572320,CL 33 B S- KR 13 K 02,2023-06-18,Domingo,5,0,RAFAEL URIBE URIBE,Choque,Objeto Fijo,Otro,Con Heridos,Con Heridos,
10592572,A001571104,KR 17 F - CL 74 A S 02,2023-06-18,Domingo,17,30,CIUDAD BOLIVAR,Choque,Objeto Fijo,Poste,Con Heridos,Con Heridos,
10592576,A001572399,CL 54 S- KR 80 I 02,2023-06-19,Lunes,5,40,KENNEDY,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10592577,A001572293,CL 77 S- KR 14 L 02,2023-06-17,Sábado,13,0,USME,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10592578,A001572361,KR 3 - CL 1 C 02,2023-06-17,Sábado,21,55,SANTA FE,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10592579,A001572312,KR 18 - CL 10  02,2023-06-16,Viernes,11,32,LOS MARTIRES,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10592595,A001572230,KR 10 - CL 17  02,2023-06-20,Martes,20,1,SANTA FE,Caida de ocupante,Desconocido,Desconocido,Con Heridos,Con Heridos,
10592602,A001571895,CL 117 A - KR 4 F E 02,2023-06-20,Martes,15,59,USME,Choque,Objeto Fijo,Poste,Solo Daños,Solo Daños,
10592606,A001569215,CL 12 - KR 30  02,2023-06-21,Miércoles,23,8,PUENTE ARANDA,Choque,Objeto Fijo,Otro,Con Heridos,Con Heridos,
10592607,A001572456,KR 87 C - CL 62 B 02,2023-06-21,Miércoles,5,7,BOSA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10593568,A001572910,KR 80 - CL 15 A 02,2023-07-13,Jueves,7,32,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10593024,A001572574,KR 7 - CL 153  02,2023-06-29,Jueves,17,20,USAQUEN,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10593027,A001572841,KR 102 A - CL 131 B 02,2023-06-29,Jueves,19,36,SUBA,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10593028,A001572658,CL 22 D - KR 9 E 02,2023-06-29,Jueves,7,0,SAN CRISTOBAL,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10593029,A001572180,CL 80 BIS - KR 94  02,2023-06-29,Jueves,18,25,BOSA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10593116,A001572706,CL 57 R S- KR 72  02,2023-06-28,Miércoles,23,44,BOSA,Choque,Objeto Fijo,Poste,Solo Daños,Solo Daños,
10593118,A001570277,CL 56 S- KR 3 C 02,2023-06-30,Viernes,18,42,USME,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10593128,A001571796,KR 20 - CL 74  02,2023-06-30,Viernes,13,28,BARRIOS UNIDOS,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10593133,A001572770,CL 76 - KR 55 A 02,2023-07-01,Sábado,21,20,BARRIOS UNIDOS,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10593134,A001572483,AV AVENIDA BOYACA - CL 47 A S 02,2023-07-01,Sábado,6,32,TUNJUELITO,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10593135,A001572739,KR 10 - CL 27 S 02,2023-07-01,Sábado,21,41,RAFAEL URIBE URIBE,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10593137,A001572376,KR 80 - CL 57 B S 02,2023-07-01,Sábado,20,27,BOSA,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10593142,A001572726,KR 58 - CL 66 B 02,2023-07-01,Sábado,11,45,BARRIOS UNIDOS,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10593314,A001572722,KR 10 - CL 4 S 02,2023-07-07,Viernes,21,30,SAN CRISTOBAL,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10593323,A001573083,CL 17 - KR 35  02,2023-07-07,Viernes,20,0,PUENTE ARANDA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10593336,A001573164,CL 52 A S- KR 4 M 02,2023-07-09,Domingo,9,0,RAFAEL URIBE URIBE,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10593340,A001573158,KR 114 - CL 75  02,2023-07-08,Sábado,17,0,ENGATIVA,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10593345,A001573085,KR 7 - CL 120 A 02,2023-07-08,Sábado,7,50,USAQUEN,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10593347,A001569478,KR 20 - CL 63 A 02,2023-07-08,Sábado,15,54,BARRIOS UNIDOS,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10593440,A001572985,CL 2 - KR 17 A 02,2023-07-12,Miércoles,8,22,LOS MARTIRES,Caida de ocupante,Desconocido,Desconocido,Con Heridos,Con Heridos,
10593441,A001573002,KR 27 A - CL 2 B 02,2023-07-12,Miércoles,6,45,LOS MARTIRES,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10593447,A001572481,TV 127 - CL 133  02,2023-07-11,Martes,12,30,SUBA,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10593457,A001573134,KR 79 - CL 38 C S 02,2023-07-09,Domingo,14,50,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10593470,A001573220,KR 80 - CL 50 S 02,2023-07-12,Miércoles,2,0,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10593477,A001573270,CL 118 - KR 22  02,2023-07-13,Jueves,7,10,USAQUEN,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10593478,A001569292,CL 163 - KR 18 A 02,2023-07-12,Miércoles,17,35,USAQUEN,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10593485,A001573174,KR 9 - CL 97  02,2023-07-12,Miércoles,14,30,CHAPINERO,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10593487,A001573213,CL 23 - KR 72 A 02,2023-07-13,Jueves,20,13,FONTIBON,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10593567,A001573218,CL 6 - KR 19 A 02,2023-07-13,Jueves,15,30,LOS MARTIRES,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10593690,A001573110,KR 89 - CL 38 C S 02,2023-07-16,Domingo,21,21,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10593691,A001573378,CL 39 S- KR 68 J 02,2023-07-16,Domingo,19,40,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10593692,A001573223,CL 17 S- KR 27  02,2023-07-18,Martes,6,50,ANTONIO NARIÑO,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10586782,A001519545,AV AVENIDA CARACAS - DG 49 S 02,2023-01-29,Domingo,23,30,RAFAEL URIBE URIBE,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10586784,A001519937,AV AVENIDA PRIMERO DE MAYO - KR 79  02,2023-01-29,Domingo,6,0,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10586823,A001520148,CL 71 - KR 110  02,2023-01-28,Sábado,8,17,ENGATIVA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10587285,A001566940,KR 110 - CL 76 B 02,2023-02-08,Miércoles,8,0,ENGATIVA,Choque,Vehículo,Desconocido,Solo Daños,Solo Daños,
10587286,A001566663,CL 64 A - KR 18 G 02,2023-02-07,Martes,18,59,CIUDAD BOLIVAR,Caida de ocupante,Desconocido,Desconocido,Con Heridos,Con Heridos,
10587424,A001519696,KR 89 - CL 45 S 02,2023-02-11,Sábado,5,40,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10587626,A001566910,KR 50 - CL 151  02,2023-02-15,Miércoles,18,0,SUBA,Caida de ocupante,Desconocido,Desconocido,Con Heridos,Con Heridos,
10587630,A001567307,TV 87 A BIS - CL 59 S 02,2023-02-14,Martes,9,43,BOSA,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10587631,A001567245,KR 125 - CL 131 A 02,2023-02-15,Miércoles,8,55,SUBA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10587636,A001567345,KR 11 - CL 76  02,2023-02-15,Miércoles,13,8,CHAPINERO,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10593949,A001573518,KR 96 - CL 71 C 02,2023-07-24,Lunes,9,50,ENGATIVA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10593950,A001570365,KR 30 - CL 73  02,2023-07-22,Sábado,16,52,BARRIOS UNIDOS,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10593952,A001573262,CL 72 - KR 68 G 02,2023-07-22,Sábado,12,10,BARRIOS UNIDOS,Caida de ocupante,Desconocido,Desconocido,Con Heridos,Con Heridos,
10593958,A001572832,CL 45 S- KR 72 U 02,2023-07-25,Martes,20,10,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10595818,A001576059,KR 76 - DG 82 C 02,2023-09-07,Jueves,6,0,ENGATIVA,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10595825,A001576269,KR 14 - CL 17  02,2023-09-11,Lunes,21,37,LOS MARTIRES,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10595829,A001576363,CL 17 - KR 17  02,2023-09-09,Sábado,17,20,LOS MARTIRES,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10595832,A001576296,CL 3 - KR 25  02,2023-09-09,Sábado,10,2,LOS MARTIRES,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10596044,A001576463,TV 33 - CL 38 A S 02,2023-09-15,Viernes,17,0,RAFAEL URIBE URIBE,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10596050,A001576357,KR 92 - CL 154  02,2023-09-15,Viernes,12,10,SUBA,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10596057,A001576080,KR 64 A - CL 40  02,2023-09-16,Sábado,17,28,PUENTE ARANDA,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10596067,A001575643,CL 127 - KR 70 D 02,2023-09-15,Viernes,20,5,SUBA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10596070,A001576568,CL 37 A S- KR 2 G 02,2023-09-17,Domingo,10,10,SAN CRISTOBAL,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10596072,A001576465,CL 37 S- KR 1  02,2023-09-16,Sábado,21,30,SAN CRISTOBAL,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10596114,A001576488,CL 127 - KR 3  02,2023-09-18,Lunes,5,17,USAQUEN,Choque,Objeto Fijo,Poste,Solo Daños,Solo Daños,
10596116,A001574725,CL 116 - KR 53 A 02,2023-09-19,Martes,14,50,SUBA,Choque,Objeto Fijo,Vehiculo estacionado,Con Heridos,Con Heridos,
10596118,A001576560,KR 14 - CL 12  02,2023-09-18,Lunes,11,28,SANTA FE,Otro,Desconocido,Desconocido,Con Heridos,Con Heridos,
10596120,A001575659,KR 14 - CL 1 S 02,2023-09-17,Domingo,18,1,ANTONIO NARIÑO,Volcamiento,Desconocido,Desconocido,Con Heridos,Con Heridos,
10596123,A001575856,AV AVENIDA DE LAS AMERICAS - KR 50  02,2023-09-13,Miércoles,8,13,PUENTE ARANDA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10596124,A001575556,CL 9 - TV 7 E 02,2023-09-17,Domingo,17,30,SANTA FE,Volcamiento,Desconocido,Desconocido,Con Heridos,Con Heridos,
10596137,A001576546,KR 69 J - CL 65  02,2023-09-18,Lunes,8,30,ENGATIVA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10596433,A001574329,CL 3 - KR 40  02,2023-09-25,Lunes,7,35,PUENTE ARANDA,Caida de ocupante,Desconocido,Desconocido,Con Heridos,Con Heridos,
10596434,A001575779,CL 1 - KR 11  02,2023-09-25,Lunes,7,5,SANTA FE,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10596444,A001574833,AV AVENIDA PRIMERO DE MAYO - KR 50  02,2023-09-25,Lunes,13,45,PUENTE ARANDA,Otro,Desconocido,Desconocido,Con Heridos,Con Heridos,
10596449,A001576565,CL 9 - KR 50  02,2023-09-25,Lunes,6,0,PUENTE ARANDA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10596450,A001574365,KR 36 - CL 10  02,2023-09-25,Lunes,16,30,PUENTE ARANDA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10596837,A001614121,KR 91 - CL 129 A 02,2023-10-05,Jueves,19,20,SUBA,Caida de ocupante,Desconocido,Desconocido,Con Heridos,Con Heridos,
10596899,A001574768,KR 30 - CL 7  02,2023-10-05,Jueves,23,49,PUENTE ARANDA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10596902,A001574369,CL 28 - KR 19 B 02,2023-09-28,Jueves,16,30,TEUSAQUILLO,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10597730,A001604371,KR 110 - CL 70 F 02,2023-10-30,Lunes,5,52,ENGATIVA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10598080,A001604720,CL 100 - KR 64  02,2023-11-07,Martes,15,45,BARRIOS UNIDOS,Choque,Vehículo,Desconocido,Solo Daños,Solo Daños,
10598087,A001604610,TV 44 - CL 52 A S 02,2023-11-08,Miércoles,10,45,TUNJUELITO,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10598153,A001604511,CL 22 C - KR 68 F 02,2023-11-09,Jueves,11,0,FONTIBON,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10598154,A001604796,KR 68 F - CL 1  02,2023-11-08,Miércoles,14,40,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10598155,A001604694,KR 82 - CL 1 D 02,2023-11-08,Miércoles,13,20,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10598157,A001613917,CL 50 A S- KR 6  40,2023-11-07,Martes,18,40,RAFAEL URIBE URIBE,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10598158,A001604700,KR 11 - CL 71  02,2023-11-09,Jueves,22,7,CHAPINERO,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10598160,A001604668,KR 88 C - CL 52 B 02,2023-11-08,Miércoles,12,20,BOSA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10598164,A001613409,CL 33 A S- KR 5 A 02,2023-11-07,Martes,13,11,SAN CRISTOBAL,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10598165,A001574611,KR 6 - CL 55  02,2023-11-08,Miércoles,15,0,CHAPINERO,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10600425,A001607031,AV AVENIDA CIUDAD DE VILLAVICENCIO - KR 86  02,2023-01-10,Martes,6,38,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10594931,A001575449,KR 118 - CL 142 A 02,2023-08-17,Jueves,19,52,SUBA,Volcamiento,Desconocido,Desconocido,Con Heridos,Con Heridos,
10594936,A001573402,KR 22 - CL 31 S 02,2023-08-18,Viernes,9,20,RAFAEL URIBE URIBE,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10594952,A001575205,KR 14 - CL 79  02,2023-08-11,Viernes,23,40,CHAPINERO,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10595048,A001573142,AV AVENIDA DE LAS AMERICAS - KR 39 A 02,2023-08-22,Martes,9,0,PUENTE ARANDA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10595064,A001572822,CL 109 - KR 18 B 02,2023-08-21,Lunes,13,30,USAQUEN,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10595073,A001575491,CL 6 - KR 78 F 02,2023-08-21,Lunes,19,0,KENNEDY,Otro,Desconocido,Desconocido,Con Heridos,Con Heridos,
10595081,A001575132,CL 5 - KR 78 C 02,2023-08-25,Viernes,17,10,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10593969,A001573770,KR 30 - CL 19  02,2023-07-25,Martes,16,14,LOS MARTIRES,Choque,Vehículo,Desconocido,Solo Daños,Solo Daños,
10593970,A001573723,CL 10 S- KR 6 E 02,2023-07-26,Miércoles,7,36,SAN CRISTOBAL,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10593971,A001573426,KR 33 - CL 52 B S 02,2023-07-22,Sábado,15,30,TUNJUELITO,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10593979,A001569306,DG 69 S- KR 41 A BIS 02,2023-07-24,Lunes,19,10,CIUDAD BOLIVAR,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10593981,A001573827,AC 9 - KR 56  02,2023-07-25,Martes,14,54,PUENTE ARANDA,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10593982,A001573857,KR 78 K - CL 40 S 02,2023-07-26,Miércoles,19,0,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10593990,A001573744,KR 2 E- CL 76 A S 02,2023-07-25,Martes,19,35,USME,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10593991,A001572672,AV AVENIDA BOYACA - CL 11 C 02,2023-07-26,Miércoles,7,50,KENNEDY,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10594002,A001573795,KR 129 - CL 22  02,2023-07-25,Martes,7,15,FONTIBON,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10594005,A001571561,AV AVENIDA CIRCUNVALAR DEL SUR - CL 39  02,2023-07-26,Miércoles,8,56,SANTA FE,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10594010,A001573761,KR 9 - CL 113  02,2023-07-26,Miércoles,11,4,USAQUEN,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10594013,A001573578,CL 17 - KR 137 C 02,2023-07-25,Martes,22,20,FONTIBON,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10594018,A001573821,CL 76 - KR 55  02,2023-07-25,Martes,14,40,BARRIOS UNIDOS,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10594020,A001573636,CL 33 S- KR 51  02,2023-07-26,Miércoles,22,32,PUENTE ARANDA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10599540,A001613863,CL 18 - KR 33  02,2023-12-09,Sábado,21,50,PUENTE ARANDA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10599546,A001605934,CL 72 F - KR 113  02,2023-12-15,Viernes,6,50,ENGATIVA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10599554,A001605826,KR 96 - CL 72  02,2023-12-14,Jueves,19,30,ENGATIVA,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10599561,A001606068,KR 35 - CL 17 A 02,2023-12-14,Jueves,17,51,PUENTE ARANDA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10594543,A001574078,TV 127 - CL 135  02,2023-08-10,Jueves,4,57,SUBA,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10594544,A001575009,TV 6 C E- CL 32 B S 02,2023-08-09,Miércoles,8,20,SAN CRISTOBAL,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10594546,A001570305,AU SUR - CL 65 C S 02,2023-08-09,Miércoles,16,52,BOSA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10594548,A001573927,KR 6 - CL 51  02,2023-08-10,Jueves,19,56,CHAPINERO,Choque,Vehículo,Desconocido,Solo Daños,Solo Daños,
10594551,A001575084,CL 9 - KR 72 A 02,2023-08-09,Miércoles,17,15,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10594614,A001575016,AV AVENIDA BOYACA - CL 49 A 02,2023-08-11,Viernes,23,50,ENGATIVA,Choque,Vehículo,Desconocido,Solo Daños,Solo Daños,
10594616,A001572857,KR 5 - CL 27  02,2023-08-10,Jueves,22,48,SANTA FE,Volcamiento,Desconocido,Desconocido,Con Heridos,Con Heridos,
